id_student,score_kuesioner,studied_credits,date_registration,final_result,label
604338,94.0,60,-25.0,Pass,1
604356,79.5,60,-49.0,Pass,1
604358,100.0,60,-52.0,Pass,1
604378,88.0,30,-49.0,Pass,1
604379,58.5,90,-56.0,Withdrawn,0
604393,92.0,60,-22.0,Pass,1
604416,87.0,90,-35.0,Fail,0
604423,83.0,30,-35.0,Distinction,1
604427,87.5,150,-46.0,Pass,1
604462,39.0,90,-53.0,Fail,0
604471,60.0,30,-43.0,Fail,0
604478,85.5,120,-31.0,Pass,1
604498,65.0,30,-56.0,Pass,1
604500,65.0,60,-17.0,Pass,1
604502,68.0,60,-121.0,Pass,1
604504,85.5,30,-12.0,Distinction,1
604514,90.0,90,-32.0,Fail,0
604517,73.5,60,-46.0,Pass,1
604534,37.5,30,-26.0,Fail,0
604536,62.5,30,-26.0,Fail,0
604539,79.0,30,-22.0,Distinction,1
604543,49.0,60,-38.0,Pass,1
604556,81.5,120,-37.0,Pass,1
604559,69.0,90,-53.0,Fail,0
604567,90.5,60,-52.0,Pass,1
604571,83.0,120,-29.0,Pass,1
604574,79.0,60,-53.0,Withdrawn,0
604581,86.0,90,-32.0,Fail,0
604583,77.0,60,-28.0,Withdrawn,0
604588,60.0,30,-31.0,Withdrawn,0
604606,62.0,60,-45.0,Withdrawn,0
604614,63.5,120,-149.0,Pass,1
604627,76.0,90,-44.0,Pass,1
604632,85.0,180,-53.0,Withdrawn,0
604633,81.5,120,-46.0,Pass,1
604635,61.5,60,-25.0,Pass,1
604655,51.0,90,-165.0,Fail,0
604671,70.0,60,-65.0,Fail,0
604685,89.0,60,-44.0,Pass,1
604692,61.0,120,-53.0,Withdrawn,0
604694,63.0,60,-88.0,Withdrawn,0
604698,81.5,90,-50.0,Pass,1
604700,84.0,60,-30.0,Distinction,1
604704,44.0,120,-78.0,Withdrawn,0
604709,90.0,60,-65.0,Pass,1
604721,80.0,30,-31.0,Pass,1
604723,80.5,90,-115.0,Pass,1
604725,1.0,60,-116.0,Distinction,1
604731,65.0,60,-42.0,Fail,0
604741,84.5,150,-15.0,Pass,1
604752,57.0,60,-46.0,Fail,0
604755,84.5,120,-17.0,Pass,1
604766,78.5,60,-38.0,Distinction,1
604789,92.0,60,-164.0,Pass,1
604799,80.5,120,-45.0,Pass,1
604825,100.0,120,-122.0,Withdrawn,0
604828,80.0,60,-24.0,Fail,0
604854,87.0,90,-43.0,Pass,1
604879,83.0,120,-43.0,Distinction,1
604901,73.0,30,-115.0,Pass,1
604905,56.0,60,-131.0,Pass,1
604906,52.0,30,-80.0,Fail,0
604907,71.0,60,-32.0,Fail,0
604916,77.5,60,-22.0,Pass,1
604917,85.5,60,-24.0,Pass,1
604918,80.0,60,-29.0,Fail,0
604919,77.5,60,-36.0,Pass,1
604921,71.5,60,-4.0,Fail,0
604923,60.0,60,-8.0,Fail,0
604930,82.5,30,-53.0,Distinction,1
604932,74.0,60,-8.0,Pass,1
604939,75.5,60,-46.0,Fail,0
604942,65.0,60,-5.0,Pass,1
604945,75.0,60,-32.0,Fail,0
604950,100.0,60,-29.0,Pass,1
604951,74.0,60,-29.0,Fail,0
604962,71.0,120,-81.0,Pass,1
604966,91.0,60,-8.0,Pass,1
604969,82.0,60,-149.0,Withdrawn,0
604980,77.5,30,-29.0,Pass,1
604982,77.0,60,-8.0,Pass,1
604990,1.0,120,-162.0,Pass,1
604991,100.0,60,-141.0,Fail,0
604997,85.0,60,-27.0,Pass,1
605009,87.0,60,-37.0,Pass,1
605012,78.0,120,-30.0,Pass,1
605027,84.0,30,-26.0,Pass,1
605048,84.0,60,-38.0,Pass,1
605068,1.0,60,-162.0,Pass,1
605069,77.5,60,-21.0,Pass,1
605070,85.0,120,-39.0,Fail,0
605072,92.5,30,-37.0,Pass,1
605089,100.0,180,-136.0,Pass,1
605091,86.5,150,-46.0,Withdrawn,0
605102,86.0,60,-45.0,Pass,1
605105,57.0,90,-51.0,Fail,0
605111,88.5,30,-29.0,Pass,1
605118,90.0,60,-31.0,Fail,0
605125,80.0,30,-9.0,Pass,1
605129,90.0,60,-7.0,Pass,1
605144,97.5,90,-151.0,Pass,1
605156,86.0,30,-22.0,Pass,1
605176,45.0,90,-24.0,Fail,0
605180,49.0,60,-151.0,Withdrawn,0
605195,85.5,90,-22.0,Distinction,1
605207,93.0,120,-31.0,Pass,1
605225,82.5,30,-28.0,Pass,1
605228,62.5,120,-81.0,Fail,0
605243,100.0,60,-157.0,Pass,1
605245,85.0,60,-39.0,Fail,0
605246,46.5,60,-30.0,Pass,1
605255,88.0,120,-36.0,Fail,0
605264,85.0,30,-31.0,Pass,1
605265,69.5,60,-30.0,Pass,1
605266,90.0,90,-163.0,Pass,1
605269,69.0,120,-43.0,Withdrawn,0
605294,99.0,90,-25.0,Distinction,1
605301,82.5,60,-37.0,Pass,1
605306,69.0,90,-26.0,Withdrawn,0
605309,80.0,60,-45.0,Fail,0
605312,76.0,60,-130.0,Pass,1
605313,37.0,60,-26.0,Withdrawn,0
605325,65.0,30,-17.0,Fail,0
605327,63.5,60,-31.0,Fail,0
605361,98.0,60,-30.0,Distinction,1
605367,92.5,90,-20.0,Fail,0
605370,70.0,120,-104.0,Fail,0
605375,63.0,60,-66.0,Pass,1
605383,1.0,180,-28.0,Withdrawn,0
605390,71.0,60,-31.0,Pass,1
605394,70.5,120,-29.0,Fail,0
605409,87.0,60,-31.0,Distinction,1
605438,97.0,60,-38.0,Distinction,1
605445,76.5,60,-88.0,Pass,1
605459,60.5,150,-22.0,Withdrawn,0
605468,83.5,60,-46.0,Withdrawn,0
605475,79.0,180,-25.0,Pass,1
605476,63.0,120,-24.0,Pass,1
605480,68.0,60,-44.0,Withdrawn,0
605488,65.0,120,-136.0,Pass,1
605493,88.5,60,-25.0,Pass,1
605521,82.0,30,-51.0,Distinction,1
605522,64.0,60,-17.0,Fail,0
605538,86.0,120,-25.0,Pass,1
605540,91.0,90,-109.0,Distinction,1
605541,28.0,60,-29.0,Fail,0
605545,73.0,60,-22.0,Fail,0
605556,89.0,60,-8.0,Pass,1
605561,82.0,60,-39.0,Fail,0
605571,94.0,90,-18.0,Pass,1
605587,79.0,60,-30.0,Withdrawn,0
605589,65.0,120,-42.0,Pass,1
605594,70.0,120,-35.0,Fail,0
605595,67.5,60,-44.0,Fail,0
605596,72.0,120,-161.0,Pass,1
605597,89.0,120,-64.0,Fail,0
605598,80.0,120,-38.0,Pass,1
605621,82.5,120,-43.0,Pass,1
605652,65.0,180,-10.0,Pass,1
605666,96.0,60,-38.0,Pass,1
605672,91.0,120,-169.0,Pass,1
605679,69.0,60,-36.0,Pass,1
605682,78.0,60,-58.0,Pass,1
605688,92.0,60,-36.0,Distinction,1
605692,75.0,30,-19.0,Pass,1
605693,92.5,60,-156.0,Pass,1
605695,85.0,60,-137.0,Pass,1
605702,77.5,30,-71.0,Fail,0
605703,68.5,90,-46.0,Distinction,1
605733,77.5,30,-43.0,Pass,1
605756,93.0,120,-44.0,Pass,1
605759,60.0,90,-90.0,Withdrawn,0
605770,100.0,120,-30.0,Pass,1
605771,1.0,60,-162.0,Pass,1
605781,79.0,120,-17.0,Pass,1
605828,77.5,30,-17.0,Pass,1
605832,88.5,60,-21.0,Pass,1
605836,98.0,60,-72.0,Distinction,1
605840,99.0,60,-115.0,Fail,0
605854,74.5,60,-38.0,Fail,0
605859,88.0,90,-37.0,Withdrawn,0
605861,80.0,30,-29.0,Fail,0
605868,100.0,30,-63.0,Distinction,1
605876,90.0,60,-129.0,Pass,1
605882,55.0,60,-3.0,Withdrawn,0
605885,75.0,70,-42.0,Withdrawn,0
605886,56.0,60,-36.0,Fail,0
605890,82.0,60,-121.0,Fail,0
605901,100.0,60,-142.0,Withdrawn,0
605905,94.0,120,-37.0,Fail,0
605908,75.0,60,-42.0,Withdrawn,0
605916,76.5,60,-44.0,Pass,1
605920,65.0,30,-24.0,Pass,1
605930,70.0,60,-17.0,Pass,1
605940,70.0,90,-38.0,Withdrawn,0
605941,80.0,90,-50.0,Pass,1
605954,71.0,60,-31.0,Fail,0
605974,73.0,180,-42.0,Pass,1
605977,81.5,30,-31.0,Distinction,1
605988,87.0,60,-43.0,Pass,1
605993,90.5,90,-31.0,Fail,0
605996,82.0,120,-73.0,Pass,1
606002,76.5,60,-35.0,Pass,1
606006,43.0,60,-32.0,Withdrawn,0
606027,100.0,60,-51.0,Pass,1
606028,82.5,30,-26.0,Pass,1
606036,33.0,90,-22.0,Withdrawn,0
606047,90.0,60,-36.0,Distinction,1
606052,80.0,30,-24.0,Fail,0
606062,80.5,60,-43.0,Pass,1
606063,63.0,60,-43.0,Withdrawn,0
606064,98.0,90,-30.0,Pass,1
606069,80.0,120,-121.0,Pass,1
606079,76.0,120,-28.0,Fail,0
606082,86.0,120,-19.0,Pass,1
606097,85.0,120,-35.0,Pass,1
606101,89.0,60,-11.0,Pass,1
606104,80.0,60,-29.0,Distinction,1
606105,1.0,60,-100.0,Pass,1
606127,90.0,60,-109.0,Fail,0
606134,100.0,60,-108.0,Pass,1
606143,78.0,60,-43.0,Fail,0
606167,88.0,60,-21.0,Pass,1
606170,100.0,30,-29.0,Pass,1
606175,80.5,30,-103.0,Pass,1
606179,93.0,60,-43.0,Distinction,1
606182,96.0,30,-138.0,Pass,1
606194,87.0,120,-10.0,Pass,1
606206,94.0,60,-140.0,Fail,0
606229,84.5,120,-42.0,Pass,1
606233,82.5,30,-24.0,Pass,1
606239,1.0,60,-30.0,Pass,1
606245,80.0,30,-24.0,Distinction,1
606257,89.5,120,-43.0,Pass,1
606282,60.5,60,-161.0,Pass,1
606296,88.5,60,-50.0,Pass,1
606304,91.5,120,-36.0,Pass,1
606313,83.5,75,-64.0,Pass,1
606319,72.0,90,-35.0,Pass,1
606322,93.0,60,-49.0,Pass,1
606344,66.0,60,-34.0,Withdrawn,0
606345,95.0,90,-25.0,Pass,1
606350,40.0,150,-15.0,Fail,0
606355,82.5,120,-42.0,Withdrawn,0
606373,89.0,30,-22.0,Pass,1
606377,72.5,120,-38.0,Pass,1
606386,85.5,120,-32.0,Fail,0
606388,79.0,150,-17.0,Withdrawn,0
606389,89.0,30,-117.0,Pass,1
606391,100.0,60,-58.0,Pass,1
606407,72.0,120,40.0,Fail,0
606409,70.0,60,-26.0,Pass,1
606410,85.0,60,-22.0,Pass,1
606412,44.0,60,-17.0,Pass,1
606414,86.0,60,-22.0,Pass,1
606420,79.5,60,-8.0,Pass,1
606422,85.5,60,-31.0,Pass,1
606425,88.0,60,-42.0,Withdrawn,0
606428,88.5,60,-38.0,Withdrawn,0
606435,57.5,30,-24.0,Pass,1
606436,82.0,60,-21.0,Withdrawn,0
606442,1.0,60,-136.0,Pass,1
606444,84.0,90,-22.0,Distinction,1
606450,83.0,60,-25.0,Distinction,1
606458,68.5,60,-1.0,Pass,1
606459,68.0,90,-22.0,Withdrawn,0
606463,85.0,30,-49.0,Distinction,1
606465,97.5,60,-22.0,Pass,1
606471,85.0,30,-49.0,Pass,1
606496,76.0,90,-38.0,Fail,0
606501,0.0,120,-99.0,Withdrawn,0
606513,7.0,60,-37.0,Withdrawn,0
606517,1.0,60,-29.0,Pass,1
606529,85.0,120,-88.0,Fail,0
606531,1.0,120,-81.0,Fail,0
606535,100.0,60,-85.0,Pass,1
606546,82.5,60,-42.0,Pass,1
606562,89.5,120,-42.0,Distinction,1
606570,80.0,30,-24.0,Pass,1
606572,81.5,120,-30.0,Pass,1
606586,100.0,60,-73.0,Pass,1
606593,61.0,120,-32.0,Withdrawn,0
606634,87.5,90,-96.0,Pass,1
606651,44.5,120,-38.0,Fail,0
606665,60.5,90,-27.0,Fail,0
606685,95.0,60,-21.0,Pass,1
606690,82.5,120,-23.0,Pass,1
606697,71.0,60,-10.0,Pass,1
606707,76.0,30,-60.0,Distinction,1
606711,85.0,60,-36.0,Pass,1
606712,85.5,60,-29.0,Pass,1
606713,81.0,60,-22.0,Pass,1
606724,67.0,60,-149.0,Pass,1
606736,90.0,60,-38.0,Withdrawn,0
606743,70.0,120,-38.0,Pass,1
606757,65.0,60,-107.0,Pass,1
606762,87.0,60,-38.0,Fail,0
606788,87.0,90,-35.0,Distinction,1
606802,56.0,60,-157.0,Withdrawn,0
606805,72.0,90,-80.0,Withdrawn,0
606815,75.0,30,-27.0,Pass,1
606827,60.0,120,-38.0,Withdrawn,0
606835,82.5,120,-38.0,Pass,1
606837,85.0,60,-109.0,Fail,0
606856,85.0,30,-57.0,Withdrawn,0
606858,85.0,30,-59.0,Pass,1
606861,100.0,60,-135.0,Pass,1
606864,40.5,60,-70.0,Pass,1
606869,82.5,30,-26.0,Pass,1
606870,90.0,90,-22.0,Pass,1
606884,12.0,60,-103.0,Fail,0
606895,75.0,90,-24.0,Fail,0
606903,89.0,60,-38.0,Pass,1
606904,88.0,90,-34.0,Fail,0
606908,94.0,60,-45.0,Pass,1
606914,1.0,120,-150.0,Withdrawn,0
606918,98.0,60,-38.0,Distinction,1
606930,74.0,90,-36.0,Withdrawn,0
606939,93.0,90,-37.0,Pass,1
606966,65.5,60,-25.0,Fail,0
606967,56.0,150,-71.0,Fail,0
606976,81.5,60,-25.0,Pass,1
606977,80.5,60,-146.0,Pass,1
606990,83.0,60,-38.0,Pass,1
607011,76.0,60,-28.0,Fail,0
607018,77.5,30,-24.0,Fail,0
607047,85.5,60,-24.0,Pass,1
607052,96.5,90,-24.0,Pass,1
607060,44.0,60,-38.0,Fail,0
607061,93.5,90,-40.0,Distinction,1
607062,1.0,120,-45.0,Pass,1
607073,65.0,60,-45.0,Pass,1
607085,79.5,60,-32.0,Pass,1
607094,88.0,120,-16.0,Fail,0
607097,76.0,120,-38.0,Pass,1
607108,86.0,120,-163.0,Fail,0
607110,80.0,120,-22.0,Withdrawn,0
607118,77.0,60,-31.0,Pass,1
607130,71.0,120,-51.0,Pass,1
607134,68.0,90,-32.0,Fail,0
607135,76.0,90,-31.0,Fail,0
607143,52.0,60,-21.0,Fail,0
607151,93.0,60,-45.0,Distinction,1
607163,84.0,30,-26.0,Pass,1
607176,100.0,60,-35.0,Withdrawn,0
607178,94.0,60,-17.0,Pass,1
607196,93.0,60,-35.0,Pass,1
607200,50.0,60,-28.0,Fail,0
607220,82.0,60,-137.0,Pass,1
607231,29.0,90,-42.0,Fail,0
607235,84.0,30,-95.0,Distinction,1
607243,87.5,60,-56.0,Pass,1
607247,87.0,60,-36.0,Distinction,1
607256,75.0,30,-28.0,Pass,1
607286,71.0,180,-22.0,Withdrawn,0
607293,75.0,30,-22.0,Pass,1
607300,76.0,120,10.0,Fail,0
607303,91.5,60,-24.0,Pass,1
607309,77.0,120,-38.0,Withdrawn,0
607316,82.0,60,-31.0,Pass,1
607337,59.0,30,-26.0,Fail,0
607342,80.0,30,-29.0,Distinction,1
607382,33.0,120,-38.0,Fail,0
607387,84.0,30,-28.0,Distinction,1
607398,81.0,60,-37.0,Fail,0
607407,90.0,120,-29.0,Withdrawn,0
607411,72.0,180,-96.0,Withdrawn,0
607413,85.0,60,-93.0,Withdrawn,0
607427,64.0,150,-39.0,Withdrawn,0
607429,89.0,30,-28.0,Pass,1
607443,80.0,30,-36.0,Pass,1
607453,83.0,60,-59.0,Pass,1
607462,53.0,60,-46.0,Fail,0
607473,81.0,90,-8.0,Withdrawn,0
607483,75.0,60,-39.0,Pass,1
607485,80.0,60,-35.0,Pass,1
607493,86.0,60,-22.0,Pass,1
607498,71.0,90,-37.0,Fail,0
607501,91.5,60,-95.0,Pass,1
607507,92.0,30,-26.0,Distinction,1
607510,85.0,30,-29.0,Fail,0
607514,45.0,30,-28.0,Fail,0
607525,55.0,60,-135.0,Fail,0
607529,90.0,60,-64.0,Pass,1
607530,77.0,60,-85.0,Pass,1
607533,70.0,90,-31.0,Withdrawn,0
607536,90.0,30,-130.0,Pass,1
607538,83.0,60,-36.0,Pass,1
607547,90.0,60,-28.0,Pass,1
607548,70.0,30,-24.0,Pass,1
607555,51.5,120,-25.0,Fail,0
607570,41.0,30,-109.0,Fail,0
607572,71.0,60,-115.0,Fail,0
607586,82.0,60,-31.0,Fail,0
607600,70.0,60,-25.0,Withdrawn,0
607603,1.0,60,-48.0,Pass,1
607609,70.0,90,-35.0,Withdrawn,0
607622,67.0,60,-44.0,Fail,0
607636,61.0,60,-28.0,Pass,1
607638,80.0,60,-85.0,Pass,1
607642,80.0,60,-19.0,Pass,1
607650,90.0,90,-25.0,Pass,1
607668,82.5,120,-74.0,Pass,1
607670,74.0,60,-36.0,Fail,0
607678,79.0,60,-82.0,Pass,1
607679,79.5,90,-129.0,Pass,1
607696,64.0,150,-29.0,Fail,0
607699,81.0,60,-35.0,Fail,0
607700,87.5,90,-98.0,Pass,1
607702,70.0,120,-17.0,Fail,0
607725,85.0,60,-24.0,Pass,1
607733,84.0,90,-43.0,Withdrawn,0
607735,80.0,60,-29.0,Pass,1
607754,87.5,30,-38.0,Pass,1
607762,87.5,30,-28.0,Distinction,1
607767,90.0,120,-15.0,Pass,1
607778,71.5,60,-37.0,Pass,1
607794,86.5,150,-17.0,Distinction,1
607797,72.5,30,-29.0,Pass,1
607798,60.0,60,-29.0,Fail,0
607800,83.0,60,-44.0,Distinction,1
607804,85.5,60,-28.0,Pass,1
607808,84.0,120,-31.0,Fail,0
607812,85.0,60,-65.0,Pass,1
607814,76.0,60,-30.0,Fail,0
607827,55.0,30,-31.0,Fail,0
607835,86.0,60,-155.0,Distinction,1
607848,92.0,180,-28.0,Withdrawn,0
607849,75.0,30,-24.0,Distinction,1
607854,79.0,90,-44.0,Fail,0
607866,72.5,60,-32.0,Withdrawn,0
607887,85.0,60,-36.0,Pass,1
607889,88.0,60,-29.0,Pass,1
607892,67.5,60,-28.0,Distinction,1
607896,82.5,150,-118.0,Pass,1
607899,81.5,60,-25.0,Fail,0
607900,90.5,90,-155.0,Withdrawn,0
607909,93.5,120,-29.0,Distinction,1
607912,70.0,30,-24.0,Pass,1
607914,78.5,60,-36.0,Pass,1
607923,100.0,120,-21.0,Distinction,1
607927,57.0,150,-155.0,Fail,0
607937,89.5,60,-8.0,Pass,1
607938,88.0,120,-36.0,Pass,1
607939,50.0,60,-66.0,Fail,0
607947,100.0,30,-31.0,Distinction,1
607953,84.0,60,-59.0,Fail,0
607957,82.5,30,-36.0,Withdrawn,0
607966,74.5,90,-128.0,Withdrawn,0
607975,60.0,60,-99.0,Pass,1
607979,82.5,60,-27.0,Distinction,1
608000,93.5,60,-35.0,Pass,1
608008,78.5,120,-35.0,Pass,1
608024,94.0,120,-36.0,Pass,1
608041,93.5,60,-36.0,Pass,1
608043,74.0,60,-32.0,Pass,1
608047,79.5,60,-36.0,Pass,1
608062,53.0,60,-39.0,Pass,1
608068,1.0,120,-44.0,Withdrawn,0
608104,82.5,60,-100.0,Distinction,1
608109,60.0,30,-23.0,Pass,1
608110,90.5,60,-148.0,Pass,1
608111,77.0,180,-30.0,Withdrawn,0
608115,84.0,30,-29.0,Distinction,1
608130,15.0,60,-149.0,Withdrawn,0
608134,100.0,60,-24.0,Pass,1
608144,98.0,90,-29.0,Distinction,1
608152,42.0,60,-108.0,Fail,0
608164,93.0,180,-53.0,Distinction,1
608169,66.0,90,-35.0,Fail,0
608178,38.0,60,-43.0,Fail,0
608195,100.0,60,-29.0,Fail,0
608196,76.0,60,-15.0,Fail,0
608206,54.0,120,-39.0,Withdrawn,0
608217,82.0,60,-42.0,Pass,1
608221,45.0,30,-1.0,Fail,0
608231,79.0,120,-36.0,Pass,1
608238,94.0,120,-24.0,Distinction,1
608243,87.5,60,-154.0,Pass,1
608248,76.0,90,-30.0,Withdrawn,0
608263,87.5,30,-43.0,Distinction,1
608264,82.5,120,-36.0,Pass,1
608267,64.0,60,-31.0,Pass,1
608280,68.5,120,-30.0,Fail,0
608284,80.0,120,-43.0,Fail,0
608292,82.5,30,-150.0,Pass,1
608306,80.0,60,-22.0,Fail,0
608318,80.0,30,-22.0,Fail,0
608322,68.0,60,-25.0,Pass,1
608349,77.0,180,-31.0,Pass,1
608356,73.0,120,-35.0,Pass,1
608407,90.5,120,-29.0,Distinction,1
608417,79.0,60,-29.0,Pass,1
608419,84.5,60,-35.0,Pass,1
608421,84.5,60,-32.0,Distinction,1
608422,81.5,60,-31.0,Pass,1
608423,79.0,90,-100.0,Withdrawn,0
608448,100.0,60,-130.0,Distinction,1
608449,90.0,60,-32.0,Pass,1
608459,77.0,90,-19.0,Withdrawn,0
608464,90.5,60,-40.0,Pass,1
608472,60.0,60,-44.0,Fail,0
608477,90.5,120,-30.0,Pass,1
608487,85.0,120,-17.0,Pass,1
608488,89.0,60,-153.0,Pass,1
608497,85.0,60,-21.0,Withdrawn,0
608504,61.0,60,-22.0,Withdrawn,0
608536,74.0,30,-72.0,Pass,1
608564,85.0,60,-32.0,Fail,0
608571,76.5,160,-42.0,Fail,0
608577,83.0,60,-43.0,Withdrawn,0
608578,84.0,60,-29.0,Pass,1
608596,60.0,60,-27.0,Pass,1
608623,67.5,60,-35.0,Pass,1
608630,46.0,120,-42.0,Fail,0
608638,90.0,60,-39.0,Withdrawn,0
608643,73.0,120,-39.0,Pass,1
608647,85.0,60,-3.0,Pass,1
608672,77.0,30,-24.0,Pass,1
608681,94.5,60,-59.0,Fail,0
608693,84.5,30,-24.0,Fail,0
608698,78.0,60,-35.0,Pass,1
608719,60.0,120,-35.0,Withdrawn,0
608724,72.0,120,-28.0,Pass,1
608727,70.0,120,-82.0,Withdrawn,0
608733,77.0,90,-34.0,Pass,1
608735,60.0,30,-28.0,Pass,1
608737,68.5,90,-32.0,Fail,0
608738,80.0,120,-32.0,Fail,0
608744,94.0,30,-29.0,Pass,1
608745,91.0,60,-37.0,Pass,1
608746,92.0,120,-23.0,Pass,1
608747,85.5,60,-27.0,Pass,1
608753,65.0,120,-122.0,Fail,0
608766,93.0,120,-22.0,Pass,1
608772,50.0,150,-128.0,Withdrawn,0
608775,90.0,120,-162.0,Pass,1
608815,71.0,60,-35.0,Pass,1
608827,79.0,120,-19.0,Pass,1
608842,70.0,60,-162.0,Pass,1
608851,1.0,60,-35.0,Pass,1
608853,79.0,90,-144.0,Pass,1
608864,100.0,120,-32.0,Withdrawn,0
608866,72.5,120,-32.0,Withdrawn,0
608884,81.0,60,-32.0,Pass,1
608891,80.5,60,-73.0,Fail,0
608904,99.0,90,-103.0,Distinction,1
608907,85.0,60,-61.0,Pass,1
608909,77.5,60,-27.0,Pass,1
608913,76.5,60,-22.0,Pass,1
608923,30.0,120,-39.0,Pass,1
608939,68.0,120,-32.0,Fail,0
608942,74.0,120,-28.0,Withdrawn,0
608943,55.0,60,-128.0,Withdrawn,0
608966,86.0,60,-30.0,Distinction,1
608978,99.0,60,-81.0,Distinction,1
608983,88.0,90,-39.0,Pass,1
609010,95.0,60,-32.0,Pass,1
609019,48.0,120,-100.0,Fail,0
609025,96.0,60,-149.0,Withdrawn,0
609031,77.5,90,-98.0,Pass,1
609044,77.0,120,-35.0,Fail,0
609045,85.0,60,-108.0,Pass,1
609046,91.5,60,-29.0,Pass,1
609047,80.5,60,-22.0,Fail,0
609089,49.0,120,-36.0,Withdrawn,0
609097,77.5,60,-32.0,Pass,1
609142,93.0,60,-25.0,Distinction,1
609171,92.0,120,-151.0,Fail,0
609184,77.0,90,-28.0,Fail,0
609192,71.0,60,-28.0,Withdrawn,0
609193,68.0,60,-32.0,Withdrawn,0
609194,1.0,90,-162.0,Pass,1
609203,100.0,60,-84.0,Fail,0
609220,83.0,60,-31.0,Pass,1
609221,87.0,120,-29.0,Pass,1
609229,89.0,120,-25.0,Distinction,1
609230,73.0,60,-29.0,Withdrawn,0
609235,99.0,90,-14.0,Distinction,1
609240,92.5,60,-121.0,Pass,1
609242,57.0,60,-38.0,Fail,0
609244,83.5,60,-19.0,Fail,0
609245,70.0,60,-136.0,Pass,1
609257,57.5,30,-4.0,Distinction,1
609265,86.0,60,-149.0,Pass,1
609277,82.5,90,-31.0,Distinction,1
609297,77.5,30,-101.0,Pass,1
609307,91.0,60,-31.0,Pass,1
609326,73.5,30,-79.0,Pass,1
609330,90.0,30,-37.0,Pass,1
609347,76.0,60,-22.0,Withdrawn,0
609354,83.0,120,-61.0,Withdrawn,0
609383,78.0,60,-22.0,Withdrawn,0
609396,100.0,60,-19.0,Withdrawn,0
609399,82.5,30,-39.0,Pass,1
609403,90.0,60,-45.0,Pass,1
609416,79.5,60,-25.0,Pass,1
609422,87.5,120,-32.0,Withdrawn,0
609426,87.5,120,-100.0,Pass,1
609427,47.5,30,-77.0,Fail,0
609435,64.5,60,-32.0,Withdrawn,0
609439,86.0,60,-32.0,Pass,1
609450,47.0,60,-43.0,Withdrawn,0
609456,97.0,120,-102.0,Pass,1
609460,84.0,60,-32.0,Fail,0
609488,52.0,60,-32.0,Fail,0
609489,28.0,60,-17.0,Withdrawn,0
609510,86.5,60,-25.0,Fail,0
609513,50.0,60,-31.0,Fail,0
609515,75.0,60,-78.0,Pass,1
609527,78.0,60,-7.0,Withdrawn,0
609535,45.0,30,-24.0,Fail,0
609537,88.5,60,-46.0,Distinction,1
609538,78.5,30,-23.0,Pass,1
609556,70.0,60,-107.0,Pass,1
609557,82.5,30,-23.0,Pass,1
609558,82.0,90,-31.0,Fail,0
609570,65.0,60,-22.0,Fail,0
609573,71.0,180,-148.0,Distinction,1
609583,80.0,90,-17.0,Withdrawn,0
609593,90.0,60,-38.0,Pass,1
609596,90.0,60,-150.0,Distinction,1
609602,100.0,90,-107.0,Distinction,1
609605,69.5,60,-22.0,Withdrawn,0
609645,37.0,120,-27.0,Fail,0
609655,45.0,60,-45.0,Fail,0
609679,85.0,60,-25.0,Pass,1
609681,36.0,180,-93.0,Withdrawn,0
609682,83.0,60,-22.0,Pass,1
609704,85.0,60,-25.0,Pass,1
609743,70.0,60,-29.0,Pass,1
609748,80.0,30,-30.0,Withdrawn,0
609754,85.0,30,-101.0,Pass,1
609761,92.5,30,-26.0,Pass,1
609764,86.5,60,-24.0,Fail,0
609777,69.5,60,-30.0,Fail,0
609797,43.0,60,-21.0,Withdrawn,0
609804,57.5,60,-29.0,Fail,0
609811,97.5,60,-29.0,Distinction,1
609812,69.0,60,-29.0,Pass,1
609815,82.5,60,-29.0,Pass,1
609817,61.5,60,-29.0,Pass,1
609823,81.5,60,-15.0,Withdrawn,0
609831,66.0,60,-31.0,Fail,0
609837,75.0,30,-26.0,Fail,0
609850,55.0,60,-28.0,Fail,0
609852,90.5,120,-88.0,Pass,1
609864,80.5,60,-29.0,Pass,1
609868,78.0,90,-123.0,Fail,0
609871,79.0,60,-29.0,Pass,1
609873,73.0,120,-29.0,Withdrawn,0
609882,79.0,60,-29.0,Distinction,1
609887,60.0,60,-31.0,Fail,0
609891,56.5,60,-30.0,Fail,0
609900,97.5,30,-23.0,Pass,1
609908,79.0,60,-30.0,Pass,1
609912,75.0,30,-23.0,Pass,1
609927,1.0,60,-31.0,Pass,1
609932,70.0,60,-32.0,Pass,1
609946,29.0,60,-124.0,Withdrawn,0
609969,88.0,60,-95.0,Pass,1
609985,64.5,150,-15.0,Pass,1
610012,85.0,30,-23.0,Pass,1
610019,78.5,90,-20.0,Pass,1
610025,87.0,60,-22.0,Pass,1
610032,89.5,60,-21.0,Distinction,1
610033,79.0,60,-16.0,Distinction,1
610057,90.0,30,-27.0,Pass,1
610059,82.5,60,-22.0,Pass,1
610094,59.5,60,-134.0,Pass,1
610097,77.5,60,-30.0,Pass,1
610099,84.0,120,-148.0,Pass,1
610127,80.0,30,-66.0,Pass,1
610158,76.0,60,-29.0,Pass,1
610170,55.0,120,-37.0,Withdrawn,0
610172,60.0,60,-29.0,Pass,1
610188,98.0,120,-30.0,Pass,1
610197,85.0,60,-88.0,Pass,1
